timestamp,machine_id,cpu_util,mem_util,disk_util,load1,load5,load15,timestep
10740,32,100.0,92.8,20.2,1.49,1.37,1.18,179
10800,32,100.0,94.0,26.1,0.91,0.87,0.83,180
10860,32,100.0,94.8,29.3,0.93,0.93,0.83,181
10920,32,100.0,94.2,23.4,0.93,0.88,0.87,182
10980,32,100.0,93.8,19.5,1.47,1.43,1.38,183
11040,32,100.0,93.4,17.2,1.18,1.13,1.13,184
11100,32,100.0,94.7,27.0,1.41,1.25,1.17,185
11160,32,100.0,94.3,14.1,0.94,0.92,0.85,186
11220,32,100.0,92.6,16.7,0.87,0.84,0.77,187
11280,32,100.0,92.6,14.1,1.4,1.34,1.33,188
11340,32,100.0,94.2,21.6,1.23,1.2,1.16,189
11400,32,100.0,93.1,15.3,1.24,1.07,0.93,190
11460,32,100.0,92.8,12.6,1.02,0.88,0.8,191
11520,32,100.0,89.5,16.8,0.97,0.9,0.85,192
11580,32,100.0,90.1,19.3,1.03,0.91,0.79,193
11640,32,100.0,88.7,16.8,1.14,0.99,0.9,194
11700,32,100.0,88.2,14.2,0.97,0.88,0.79,195
11760,32,100.0,88.9,16.4,1.12,0.95,0.93,196
11820,32,100.0,88.1,16.4,1.04,1.03,0.94,197
11880,32,100.0,89.4,25.4,0.98,0.92,0.85,198
11940,32,100.0,90.1,13.6,1.42,1.42,1.34,199
12000,32,100.0,90.3,17.9,0.88,0.81,0.73,200
12060,32,100.0,90.0,16.6,1.41,1.3,1.15,201
12120,32,100.0,91.0,22.2,0.96,0.96,0.91,202
12180,32,100.0,90.6,16.5,1.24,1.18,1.04,203
12240,32,100.0,91.8,16.8,1.11,1.1,1.08,204
12300,32,100.0,90.0,20.6,1.37,1.17,1.08,205
12360,32,100.0,91.6,21.9,0.91,0.9,0.81,206
12420,32,100.0,91.5,17.5,1.46,1.44,1.4,207
12480,32,100.0,89.7,20.6,1.39,1.35,1.16,208
12540,32,100.0,90.3,18.5,1.22,1.13,1.08,209
12600,32,100.0,89.1,26.2,1.27,1.1,1.05,210
12660,32,100.0,90.1,27.6,0.86,0.77,0.68,211
12720,32,100.0,90.2,25.2,0.82,0.74,0.72,212
12780,32,100.0,89.1,18.5,1.11,0.95,0.86,213
12840,32,100.0,89.1,15.3,0.88,0.84,0.73,214
12900,32,100.0,89.8,18.6,1.15,1.12,1.09,215
12960,32,100.0,90.2,20.9,1.36,1.3,1.24,216
13020,32,100.0,91.0,29.3,1.45,1.37,1.18,217
13080,32,100.0,90.0,29.2,1.32,1.3,1.14,218
13140,32,100.0,89.5,19.6,0.92,0.82,0.78,219
13200,32,100.0,91.1,26.6,1.24,1.22,1.09,220
13260,32,100.0,90.6,29.1,0.85,0.8,0.75,221
13320,32,100.0,90.8,28.8,1.35,1.15,1.05,222
13380,32,100.0,89.9,23.7,0.9,0.83,0.8,223
13440,32,100.0,89.3,29.1,0.94,0.81,0.8,224
13500,32,100.0,89.7,19.5,0.92,0.83,0.73,225
13560,32,100.0,89.2,16.5,1.4,1.22,1.09,226
13620,32,100.0,87.6,22.4,1.49,1.31,1.14,227
13680,32,100.0,87.9,22.9,1.06,0.93,0.92,228
13740,32,100.0,87.4,27.9,1.09,0.94,0.85,229
13800,32,100.0,87.6,28.0,1.4,1.33,1.29,230
13860,32,100.0,88.7,28.5,1.12,1.01,0.96,231
13920,32,100.0,91.0,23.9,1.49,1.36,1.3,232
13980,32,100.0,89.6,14.7,1.4,1.27,1.09,233
14040,32,100.0,89.5,21.3,0.99,0.95,0.87,234
14100,32,100.0,88.8,18.2,0.93,0.81,0.75,235
14160,32,100.0,90.0,27.1,1.23,1.18,1.1,236
14220,32,100.0,88.7,22.2,1.0,0.89,0.76,237
14280,32,100.0,85.8,20.3,0.83,0.71,0.7,238
14340,32,100.0,85.4,25.1,1.02,0.88,0.88,239
14400,32,100.0,86.9,22.9,0.91,0.85,0.79,240
14460,32,100.0,86.4,25.9,1.32,1.17,1.17,241
14520,32,100.0,86.4,26.2,1.06,1.06,1.01,242
14580,32,100.0,86.0,18.5,0.92,0.83,0.78,243
14640,32,100.0,86.4,23.2,1.19,1.18,1.15,244
14700,32,100.0,86.8,21.5,1.05,1.05,0.89,245
14760,32,100.0,87.1,20.0,1.1,1.05,0.95,246
14820,32,100.0,87.1,20.4,0.83,0.81,0.74,247
14880,32,100.0,86.8,27.0,1.29,1.28,1.23,248
14940,32,100.0,85.6,19.0,0.95,0.86,0.76,249
15000,32,100.0,84.5,14.8,1.08,1.0,0.89,250
15060,32,100.0,85.3,19.7,0.8,0.72,0.64,251
15120,32,100.0,83.6,20.6,1.35,1.23,1.14,252
15180,32,100.0,82.1,14.6,1.1,1.0,0.97,253
15240,32,100.0,81.3,21.4,1.4,1.38,1.23,254
15300,32,100.0,80.5,13.7,0.96,0.92,0.85,255
15360,32,100.0,80.3,22.3,1.35,1.25,1.19,256
15420,32,100.0,80.6,19.1,1.11,1.11,1.0,257
15480,32,100.0,79.3,13.4,0.87,0.87,0.84,258
15540,32,100.0,79.7,21.9,0.87,0.78,0.72,259
15600,32,100.0,80.3,12.9,1.28,1.15,1.14,260
15660,32,100.0,78.9,18.9,0.82,0.73,0.64,261
15720,32,100.0,80.2,17.0,1.2,1.14,1.11,262
15780,32,100.0,80.4,23.3,1.17,1.12,1.09,263
15840,32,100.0,80.1,25.6,1.0,0.87,0.79,264
15900,32,100.0,80.9,24.0,1.12,0.99,0.89,265
15960,32,100.0,80.8,14.0,1.06,0.98,0.86,266
16020,32,100.0,79.9,16.3,0.82,0.79,0.78,267
16080,32,100.0,81.1,24.2,1.07,1.05,1.02,268
16140,32,100.0,81.1,19.6,0.9,0.83,0.76,269
16200,32,100.0,79.7,24.0,1.16,1.08,1.04,270
16260,32,100.0,78.3,13.3,1.3,1.29,1.22,271
16320,32,100.0,77.0,17.4,1.5,1.31,1.24,272
16380,32,100.0,75.8,29.9,1.34,1.2,1.06,273
16440,32,100.0,77.5,28.0,1.49,1.36,1.22,274
16500,32,100.0,77.6,27.3,1.13,1.0,0.93,275
16560,32,100.0,77.2,25.3,1.37,1.3,1.28,276
16620,32,100.0,75.2,19.9,0.92,0.84,0.74,277
16680,32,100.0,74.7,24.4,1.38,1.24,1.23,278
16740,32,100.0,75.1,13.7,1.27,1.27,1.15,279
16800,32,100.0,74.5,13.6,1.25,1.21,1.18,280
16860,32,100.0,73.7,16.4,1.47,1.42,1.25,281
16920,32,100.0,73.1,17.8,1.09,1.02,0.88,282
16980,32,100.0,71.5,21.1,1.24,1.17,1.01,283
17040,32,100.0,72.6,25.7,1.35,1.22,1.05,284
17100,32,100.0,73.4,13.2,1.44,1.35,1.21,285
17160,32,100.0,73.0,24.4,1.45,1.29,1.11,286
17220,32,100.0,72.3,28.5,1.13,1.03,1.01,287
17280,32,100.0,70.1,20.6,1.48,1.47,1.43,288
17340,32,100.0,70.5,21.3,0.83,0.81,0.71,289
17400,32,100.0,68.9,20.9,1.11,1.09,1.04,290
17460,32,100.0,69.0,18.4,1.28,1.17,1.02,291
17520,32,100.0,67.3,13.0,0.97,0.91,0.91,292
17580,32,100.0,67.5,28.7,1.07,0.93,0.89,293
17640,32,100.0,67.5,28.1,1.37,1.21,1.12,294
17700,32,100.0,68.5,29.5,0.89,0.86,0.85,295
17760,32,100.0,67.2,20.6,0.83,0.8,0.71,296
17820,32,100.0,66.7,17.4,0.85,0.84,0.75,297
17880,32,100.0,66.2,19.5,1.23,1.11,1.1,298
17940,32,100.0,66.4,26.8,1.17,1.1,0.97,299
18000,32,100.0,66.3,26.2,1.13,1.04,0.95,300
18060,32,100.0,63.7,28.0,1.24,1.14,1.08,301
18120,32,100.0,63.8,20.7,1.08,1.01,0.99,302
18180,32,100.0,64.0,22.9,1.33,1.21,1.05,303
18240,32,100.0,63.0,17.5,1.11,1.02,0.99,304
18300,32,100.0,62.8,24.6,1.38,1.33,1.27,305
18360,32,100.0,61.3,20.5,1.06,1.03,0.94,306
18420,32,100.0,60.8,25.8,1.25,1.12,1.08,307
18480,32,100.0,62.1,16.6,0.95,0.91,0.83,308
18540,32,100.0,61.9,13.1,0.84,0.83,0.74,309
18600,32,100.0,63.3,12.8,0.93,0.81,0.69,310
18660,32,100.0,63.6,18.7,0.81,0.77,0.74,311
18720,32,100.0,64.2,29.1,1.18,1.07,0.96,312
18780,32,100.0,64.0,29.2,1.43,1.31,1.15,313
18840,32,100.0,64.0,18.9,1.21,1.13,1.02,314
18900,32,100.0,65.0,27.9,0.98,0.89,0.87,315
18960,32,100.0,62.6,20.0,1.09,1.01,0.95,316
19020,32,100.0,64.7,16.2,1.43,1.27,1.11,317
19080,32,100.0,65.3,22.8,1.31,1.21,1.05,318
19140,32,100.0,64.6,20.7,0.82,0.72,0.68,319
19200,32,100.0,63.9,12.9,0.87,0.86,0.79,320
19260,32,100.0,63.0,18.7,0.89,0.81,0.72,321
19320,32,100.0,62.2,18.0,0.95,0.95,0.87,322
19380,32,100.0,61.0,20.9,1.34,1.15,1.1,323
19440,32,100.0,60.9,22.0,1.1,0.98,0.95,324
19500,32,100.0,61.0,28.5,1.12,0.96,0.94,325
19560,32,100.0,60.3,18.8,1.02,0.98,0.89,326
19620,32,100.0,59.2,24.8,0.92,0.87,0.85,327
19680,32,100.0,59.4,26.1,1.34,1.21,1.18,328
19740,32,100.0,58.2,28.7,1.3,1.25,1.12,329
19800,32,100.0,56.4,18.5,0.96,0.86,0.79,330
19860,32,100.0,56.0,27.0,1.0,0.96,0.91,331
19920,32,100.0,56.4,18.3,1.14,1.1,0.95,332
19980,32,100.0,56.5,20.6,1.48,1.46,1.44,333
20040,32,100.0,56.5,25.8,0.94,0.92,0.86,334
20100,32,100.0,54.0,16.5,1.11,1.05,0.99,335
20160,32,100.0,53.9,25.7,1.26,1.26,1.1,336
20220,32,100.0,53.3,30.0,1.35,1.27,1.2,337
20280,32,100.0,54.0,20.6,1.11,1.02,0.95,338
20340,32,100.0,54.4,13.5,1.3,1.2,1.13,339
20400,32,100.0,53.3,17.0,1.44,1.24,1.1,340
20460,32,99.9,52.2,17.0,1.11,0.95,0.94,341
20520,32,100.0,50.2,14.9,1.3,1.11,0.95,342
20580,32,100.0,49.6,29.3,1.45,1.34,1.23,343
20640,32,100.0,49.3,21.9,1.03,1.0,0.94,344
20700,32,98.1,47.0,16.3,1.37,1.26,1.12,345
20760,32,95.0,46.7,13.4,1.03,1.02,0.87,346
20820,32,97.0,45.5,27.8,0.87,0.87,0.85,347
20880,32,96.4,44.4,26.7,1.4,1.31,1.25,348
20940,32,97.7,44.2,17.1,1.27,1.19,1.02,349
21000,32,97.2,42.9,23.5,0.89,0.8,0.74,350
21060,32,95.9,43.3,21.1,1.25,1.25,1.08,351
21120,32,93.2,42.4,24.9,1.17,1.04,0.96,352
21180,32,93.4,41.9,13.9,1.08,1.08,1.07,353
21240,32,91.1,41.5,18.6,0.91,0.9,0.87,354
21300,32,90.1,42.1,12.5,1.34,1.25,1.23,355
21360,32,92.5,42.1,17.4,1.02,0.96,0.95,356
21420,32,94.4,42.6,29.2,1.34,1.28,1.24,357
21480,32,91.5,43.0,20.8,0.89,0.83,0.82,358
21540,32,89.9,41.8,26.8,1.08,1.05,1.01,359
21600,32,87.9,43.3,19.2,0.83,0.79,0.73,360
21660,32,84.8,43.7,20.3,1.1,0.95,0.85,361
21720,32,81.6,44.0,26.6,0.87,0.81,0.71,362
21780,32,79.1,44.8,26.5,1.18,1.16,1.02,363
21840,32,80.7,43.6,21.3,1.11,1.08,1.0,364
21900,32,79.9,43.8,16.8,1.15,1.01,0.99,365
21960,32,80.9,43.4,22.2,0.74,0.72,0.64,366
22020,32,79.4,42.9,19.0,1.14,1.06,0.95,367
22080,32,76.9,42.2,10.2,0.87,0.81,0.76,368
22140,32,78.1,42.3,12.8,1.02,0.99,0.89,369
22200,32,76.8,41.8,24.0,0.73,0.65,0.56,370
22260,32,75.2,41.7,18.2,0.72,0.66,0.63,371
22320,32,74.5,41.8,23.9,0.79,0.73,0.66,372
22380,32,72.4,43.1,24.9,1.07,1.04,0.96,373
22440,32,72.8,42.0,15.1,1.08,0.95,0.93,374
22500,32,72.4,40.6,25.3,0.58,0.57,0.56,375
22560,32,73.7,41.1,19.1,0.64,0.57,0.56,376
22620,32,74.7,39.8,22.1,1.01,1.01,0.98,377
22680,32,75.9,39.6,19.4,0.73,0.65,0.6,378
22740,32,73.5,39.6,15.8,1.1,0.95,0.86,379
22800,32,69.7,39.5,21.4,0.85,0.8,0.7,380
22860,32,67.2,40.5,25.6,0.86,0.85,0.78,381
22920,32,66.6,40.1,13.1,0.65,0.65,0.6,382
22980,32,66.6,39.2,26.3,0.95,0.9,0.88,383
23040,32,64.4,38.2,11.2,0.67,0.66,0.61,384
23100,32,61.8,36.9,13.3,0.61,0.57,0.51,385
23160,32,59.0,36.1,21.0,0.52,0.5,0.47,386
23220,32,54.3,35.2,19.7,0.56,0.5,0.49,387
23280,32,56.9,35.8,24.3,0.76,0.74,0.65,388
23340,32,54.8,34.6,12.8,0.59,0.52,0.47,389
23400,32,54.4,35.4,20.2,0.58,0.55,0.52,390
23460,32,51.9,35.1,16.7,0.44,0.44,0.38,391
23520,32,52.6,35.5,19.5,0.7,0.62,0.53,392
23580,32,49.3,36.1,11.6,0.73,0.63,0.59,393
23640,32,49.5,35.8,19.4,0.73,0.72,0.67,394
23700,32,51.4,36.0,11.7,0.74,0.63,0.6,395
23760,32,50.8,35.3,9.6,0.55,0.53,0.51,396
23820,32,50.9,33.4,11.9,0.63,0.6,0.57,397
23880,32,52.4,33.5,16.8,0.53,0.45,0.42,398
23940,32,50.5,32.9,18.2,0.68,0.59,0.56,399
24000,32,48.5,32.5,16.3,0.71,0.65,0.65,400
24060,32,51.9,31.1,19.9,0.62,0.56,0.53,401
24120,32,52.6,30.3,7.7,0.48,0.46,0.42,402
24180,32,52.0,28.2,9.2,0.51,0.49,0.47,403
24240,32,54.0,28.6,17.0,0.61,0.55,0.53,404
24300,32,51.6,28.6,14.0,0.68,0.62,0.56,405
24360,32,51.1,28.0,10.5,0.53,0.52,0.52,406
24420,32,50.6,27.2,13.1,0.64,0.61,0.52,407
24480,32,48.5,27.1,23.9,0.59,0.55,0.51,408
24540,32,48.7,27.8,24.1,0.5,0.47,0.46,409
24600,32,48.9,27.1,23.5,0.71,0.62,0.58,410
24660,32,47.3,28.6,8.3,0.67,0.64,0.61,411
24720,32,47.1,28.4,12.2,0.48,0.47,0.41,412
24780,32,45.2,27.5,24.3,0.52,0.45,0.43,413
24840,32,45.0,29.5,16.4,0.64,0.58,0.49,414
24900,32,44.9,30.1,12.8,0.37,0.37,0.35,415
24960,32,41.8,30.9,7.4,0.45,0.39,0.34,416
25020,32,43.9,31.4,14.2,0.43,0.39,0.34,417
25080,32,46.2,31.2,16.6,0.58,0.49,0.45,418
25140,32,45.6,30.2,23.9,0.39,0.38,0.35,419
25200,32,45.6,30.5,9.3,0.61,0.55,0.49,420
25260,32,48.0,29.3,7.5,0.68,0.6,0.56,421
25320,32,43.8,30.1,10.1,0.43,0.4,0.36,422
25380,32,42.6,30.2,7.9,0.5,0.45,0.42,423
25440,32,44.7,30.6,12.3,0.61,0.56,0.54,424
25500,32,43.1,31.1,17.5,0.51,0.48,0.42,425
25560,32,76.1,30.4,18.5,0.94,0.91,0.84,426
25620,32,73.8,29.8,20.2,0.67,0.6,0.54,427
25680,32,72.8,29.4,21.8,0.89,0.78,0.71,428
25740,32,72.9,31.0,10.7,0.75,0.66,0.63,429
25800,32,70.7,29.7,25.7,1.02,1.0,0.89,430
25860,32,67.1,30.1,23.0,0.58,0.52,0.51,431
25920,32,63.9,31.0,11.9,0.95,0.85,0.84,432
25980,32,59.2,31.1,11.8,0.55,0.52,0.46,433
26040,32,57.6,32.1,21.2,0.53,0.5,0.43,434
26100,32,60.3,31.1,23.4,0.7,0.69,0.64,435
26160,32,58.9,29.7,13.6,0.84,0.83,0.73,436
26220,32,56.8,28.9,24.4,0.83,0.74,0.71,437
26280,32,54.1,28.4,14.1,0.76,0.74,0.64,438
26340,32,50.8,29.4,21.9,0.69,0.64,0.59,439
26400,32,47.6,31.0,23.7,0.51,0.47,0.4,440
26460,32,43.0,30.1,19.8,0.64,0.61,0.6,441
26520,32,41.9,29.8,21.8,0.56,0.52,0.46,442
26580,32,41.7,29.9,16.2,0.61,0.59,0.56,443
26640,32,41.9,32.0,7.5,0.4,0.34,0.32,444
26700,32,42.6,32.3,23.5,0.58,0.56,0.49,445
26760,32,41.4,32.1,21.3,0.43,0.41,0.38,446
26820,32,45.0,31.6,13.6,0.52,0.51,0.44,447
26880,32,42.2,32.0,14.8,0.58,0.57,0.51,448
26940,32,44.3,31.4,7.8,0.43,0.39,0.37,449
27000,32,47.5,30.8,10.6,0.51,0.44,0.42,450
27060,32,48.5,30.1,15.3,0.6,0.55,0.5,451
27120,32,46.5,31.0,10.6,0.43,0.42,0.37,452
27180,32,47.0,30.6,10.1,0.68,0.61,0.54,453
27240,32,46.7,31.6,18.5,0.6,0.56,0.55,454
27300,32,46.5,30.6,20.8,0.67,0.66,0.58,455
27360,32,43.0,27.6,10.3,0.51,0.5,0.49,456
27420,32,45.4,25.3,21.4,0.44,0.44,0.39,457
27480,32,44.7,24.3,15.1,0.4,0.39,0.38,458
27540,32,50.3,24.7,8.1,0.65,0.59,0.52,459
27600,32,52.0,24.1,12.9,0.77,0.74,0.63,460
27660,32,53.3,22.2,14.9,0.78,0.72,0.68,461
27720,32,54.3,23.3,9.3,0.63,0.56,0.52,462
27780,32,53.0,22.7,16.0,0.79,0.77,0.68,463
27840,32,50.5,23.1,23.0,0.68,0.63,0.55,464
27900,32,51.0,22.4,13.7,0.53,0.49,0.46,465
27960,32,51.7,24.3,13.9,0.64,0.57,0.54,466
28020,32,52.6,24.5,22.5,0.45,0.43,0.39,467
28080,32,50.2,24.9,7.5,0.54,0.48,0.47,468
28140,32,46.6,25.2,20.3,0.52,0.5,0.43,469
28200,32,46.9,26.4,20.2,0.5,0.46,0.44,470
28260,32,44.0,25.6,20.1,0.46,0.4,0.36,471
28320,32,43.3,25.5,18.7,0.46,0.43,0.42,472
28380,32,42.0,24.5,18.9,0.42,0.39,0.34,473
28440,32,43.5,23.7,20.4,0.36,0.36,0.34,474
28500,32,40.2,23.5,22.5,0.35,0.32,0.29,475
28560,32,40.2,24.8,18.2,0.42,0.4,0.34,476
28620,32,41.6,24.2,17.7,0.38,0.36,0.34,477
28680,32,40.8,24.0,19.1,0.59,0.55,0.51,478
28740,32,77.7,23.4,26.7,1.16,1.14,1.11,479
28800,32,75.5,22.5,27.1,0.64,0.63,0.59,480
28860,32,74.6,23.3,15.7,0.91,0.88,0.82,481
28920,32,75.4,23.6,26.7,1.01,0.88,0.8,482
28980,32,70.3,24.9,16.3,0.84,0.83,0.73,483
29040,32,71.7,25.9,25.3,0.74,0.71,0.61,484
29100,32,69.5,28.1,18.2,0.76,0.65,0.62,485
29160,32,70.1,27.8,22.4,1.03,0.93,0.91,486
29220,32,70.0,28.8,14.3,0.8,0.78,0.74,487
29280,32,66.6,29.8,21.4,0.99,0.86,0.79,488
29340,32,66.7,29.2,24.6,0.59,0.53,0.45,489
29400,32,69.3,30.3,20.0,0.7,0.65,0.64,490
29460,32,69.9,30.9,15.3,0.97,0.87,0.77,491
29520,32,67.1,29.8,18.2,0.68,0.59,0.54,492
29580,32,68.1,29.2,15.1,0.97,0.84,0.74,493
29640,32,66.7,29.9,17.6,0.83,0.79,0.74,494
29700,32,67.7,29.9,16.0,0.62,0.56,0.54,495
29760,32,63.9,29.4,21.2,0.74,0.72,0.67,496
29820,32,60.2,30.4,24.3,0.48,0.48,0.41,497
29880,32,60.3,29.7,23.6,0.89,0.79,0.73,498
29940,32,60.5,31.6,15.0,0.76,0.72,0.65,499
30000,32,62.4,31.8,10.5,0.72,0.65,0.64,500
30060,32,61.0,32.1,19.5,0.63,0.54,0.5,501
30120,32,59.5,31.7,20.5,0.56,0.54,0.52,502
30180,32,55.6,30.4,11.3,0.81,0.69,0.67,503
30240,32,55.7,30.3,9.2,0.69,0.6,0.55,504
30300,32,58.4,30.6,24.1,0.48,0.47,0.41,505
30360,32,54.4,30.3,22.5,0.57,0.56,0.5,506
30420,32,54.8,30.7,14.3,0.56,0.51,0.49,507
30480,32,52.6,30.0,7.6,0.53,0.48,0.43,508
30540,32,53.1,31.3,22.8,0.43,0.37,0.33,509
30600,32,54.4,31.2,23.4,0.44,0.38,0.38,510
30660,32,53.8,31.3,15.5,0.55,0.5,0.43,511
30720,32,56.0,31.5,10.0,0.78,0.67,0.63,512
30780,32,55.3,32.1,8.0,0.51,0.46,0.4,513
30840,32,53.4,32.8,25.2,0.5,0.42,0.41,514
30900,32,55.8,33.1,25.1,0.5,0.49,0.42,515
30960,32,54.0,32.5,16.2,0.65,0.58,0.49,516
31020,32,54.5,30.9,25.2,0.79,0.74,0.72,517
31080,32,55.8,30.5,14.9,0.45,0.4,0.39,518
31140,32,58.7,29.3,8.9,0.55,0.53,0.45,519
31200,32,59.9,29.7,16.2,0.63,0.59,0.54,520
31260,32,56.5,29.9,20.9,0.61,0.56,0.53,521
31320,32,82.1,29.2,15.5,1.12,1.06,0.95,522
31380,32,100.0,28.0,16.7,1.21,1.1,0.99,523
31440,32,99.2,28.0,17.2,1.24,1.13,1.06,524
31500,32,96.6,27.8,27.6,1.05,0.96,0.93,525
31560,32,94.3,29.0,28.4,0.76,0.73,0.73,526
31620,32,89.5,30.8,18.8,1.32,1.26,1.12,527
31680,32,86.9,30.9,27.3,0.74,0.73,0.67,528
31740,32,83.1,30.2,18.5,0.87,0.85,0.84,529
31800,32,83.7,30.4,13.6,1.1,1.08,0.93,530
31860,32,82.2,30.5,25.9,1.2,1.19,1.1,531
31920,32,83.3,30.4,17.0,0.76,0.7,0.68,532
31980,32,82.4,29.4,20.2,1.08,0.99,0.93,533
32040,32,81.7,32.4,10.6,1.16,1.14,1.1,534
32100,32,80.5,31.6,28.0,0.93,0.81,0.71,535
32160,32,80.7,31.1,15.9,0.67,0.57,0.54,536
32220,32,79.7,30.9,18.2,1.12,1.06,0.93,537
32280,32,75.7,31.5,20.9,1.11,0.98,0.88,538
32340,32,74.0,31.6,25.7,0.64,0.6,0.58,539
32400,32,76.0,31.5,22.7,0.99,0.93,0.88,540
32460,32,75.2,31.5,16.7,0.91,0.79,0.76,541
32520,32,76.5,32.1,17.7,0.86,0.81,0.74,542
32580,32,78.5,33.7,10.1,1.09,0.98,0.94,543
32640,32,76.8,35.5,19.4,1.04,1.02,0.89,544
32700,32,74.4,37.0,21.9,0.82,0.79,0.79,545
32760,32,72.7,35.3,10.7,0.64,0.55,0.52,546
32820,32,70.6,35.2,13.2,0.73,0.71,0.7,547
32880,32,72.1,35.4,9.4,0.73,0.67,0.58,548
32940,32,71.8,35.3,26.9,0.74,0.7,0.65,549
33000,32,68.9,34.8,15.1,0.82,0.81,0.75,550
33060,32,70.2,33.8,25.5,0.91,0.82,0.78,551
33120,32,68.8,34.7,11.1,0.7,0.65,0.6,552
33180,32,70.6,35.1,12.3,0.77,0.69,0.62,553
33240,32,70.3,34.8,24.4,1.03,0.93,0.9,554
33300,32,72.9,35.0,21.8,1.03,0.89,0.76,555
33360,32,71.4,35.5,26.1,0.84,0.8,0.77,556
33420,32,70.1,35.5,10.3,0.8,0.75,0.67,557
33480,32,68.6,36.4,24.1,0.57,0.56,0.48,558
33540,32,70.3,38.0,19.6,0.74,0.66,0.6,559
33600,32,69.9,37.4,22.4,0.92,0.86,0.77,560
33660,32,70.3,38.2,9.3,0.66,0.64,0.59,561
33720,32,70.8,37.6,9.4,0.69,0.64,0.6,562
33780,32,69.4,36.9,25.3,0.94,0.92,0.89,563
33840,32,67.2,34.1,17.0,0.62,0.6,0.53,564
33900,32,65.7,35.1,24.2,0.67,0.62,0.57,565
33960,32,70.0,35.0,16.5,0.75,0.67,0.58,566
34020,32,70.8,34.3,16.9,0.58,0.57,0.57,567
34080,32,70.7,34.3,11.6,0.93,0.83,0.81,568
34140,32,72.5,35.2,12.6,1.08,0.98,0.97,569
34200,32,70.4,33.5,13.0,0.67,0.66,0.63,570
34260,32,69.5,32.8,21.1,0.58,0.5,0.46,571
34320,32,91.1,33.1,17.2,0.78,0.71,0.65,572
34380,32,91.1,32.7,15.2,1.11,1.04,1.0,573
34440,32,88.1,32.0,19.4,1.01,0.87,0.74,574
34500,32,88.6,31.9,23.5,0.91,0.9,0.84,575
34560,32,87.5,34.1,24.9,1.17,1.15,1.1,576
34620,32,87.1,35.3,14.7,0.96,0.83,0.82,577
34680,32,87.3,34.7,18.6,0.72,0.64,0.57,578
34740,32,82.0,35.2,23.3,1.12,1.06,1.05,579
34800,32,81.0,34.8,23.0,0.93,0.91,0.9,580
34860,32,78.0,34.2,27.3,0.7,0.69,0.59,581
34920,32,78.3,34.7,17.0,0.76,0.74,0.69,582
34980,32,78.3,34.3,11.8,0.78,0.67,0.59,583
35040,32,77.1,35.7,19.5,1.09,0.93,0.84,584
35100,32,74.4,36.6,25.2,0.8,0.7,0.69,585
35160,32,75.5,36.5,18.7,1.02,1.0,0.87,586
35220,32,74.0,38.2,17.8,0.93,0.8,0.79,587
35280,32,70.6,38.5,9.1,0.74,0.67,0.63,588
35340,32,69.5,37.2,21.9,0.57,0.55,0.51,589
35400,32,66.7,37.6,15.1,0.76,0.66,0.57,590
35460,32,64.4,38.2,24.8,0.94,0.94,0.93,591
35520,32,63.2,38.5,23.9,0.77,0.71,0.62,592
35580,32,63.6,38.6,24.7,0.56,0.56,0.47,593
35640,32,63.1,38.9,22.9,0.53,0.46,0.46,594
35700,32,63.0,38.7,19.1,0.65,0.59,0.54,595
35760,32,63.0,36.6,13.4,0.92,0.88,0.85,596
35820,32,63.7,35.3,26.4,0.54,0.47,0.4,597
35880,32,66.8,35.0,21.1,0.64,0.57,0.53,598
35940,32,64.3,34.1,11.4,0.61,0.59,0.52,599
36000,32,62.3,33.7,11.7,0.67,0.57,0.5,600
36060,32,58.9,34.8,19.7,0.75,0.72,0.7,601
36120,32,56.7,35.1,24.2,0.57,0.49,0.47,602
36180,32,58.9,36.2,8.7,0.73,0.66,0.62,603
36240,32,60.8,35.6,14.3,0.54,0.49,0.43,604
36300,32,61.3,35.8,24.8,0.56,0.53,0.47,605
36360,32,56.7,36.3,9.9,0.54,0.52,0.48,606
36420,32,58.7,36.7,20.4,0.74,0.73,0.67,607
36480,32,59.0,35.5,7.9,0.71,0.64,0.55,608
36540,32,58.3,35.0,12.7,0.59,0.56,0.54,609
36600,32,57.1,35.2,24.6,0.77,0.7,0.68,610
36660,32,57.3,34.5,16.9,0.46,0.42,0.4,611
36720,32,54.0,33.3,17.3,0.78,0.68,0.64,612
36780,32,51.5,33.5,13.2,0.52,0.47,0.44,613
36840,32,54.5,31.7,21.3,0.61,0.52,0.48,614
36900,32,54.0,29.9,24.1,0.58,0.58,0.56,615
36960,32,52.1,29.3,14.0,0.56,0.53,0.48,616
37020,32,52.6,29.5,22.8,0.77,0.74,0.64,617
37080,32,50.0,30.0,17.2,0.43,0.4,0.39,618
37140,32,50.3,30.8,10.8,0.58,0.51,0.51,619
37200,32,52.0,29.7,19.1,0.71,0.69,0.62,620
37260,32,52.1,31.9,15.0,0.66,0.61,0.56,621
37320,32,49.7,31.6,15.7,0.51,0.48,0.46,622
37380,32,50.3,31.7,17.9,0.51,0.47,0.4,623
37440,32,51.0,32.1,17.2,0.6,0.54,0.51,624
37500,32,48.3,33.2,7.0,0.58,0.5,0.44,625
37560,32,49.2,33.9,22.0,0.57,0.48,0.43,626
37620,32,49.5,33.7,18.6,0.7,0.67,0.64,627
37680,32,49.4,32.3,24.7,0.58,0.53,0.46,628
